*,シリーズ,key,H,B,t1,t2,r,断面積,単位質量,Ix,Iy,ix,iy,Zx,Zy,ie,η,Zpx,Zpy,t1,t2
FALSE,800×300,SH-800x300x16x28x18,800,300,16,28,18,289.8,227,309000,12600,32.7,6.6,7730,842,7.85,7.48,8800,1310,16,28
FALSE,800×300,SH-800x300x16x32x18,800,300,16,32,18,312.5,245,340000,14400,33,6.79,8500,962,7.96,6.64,9640,1490,16,32
FALSE,800×300,SH-800x300x16x36x18,800,300,16,36,18,335.3,263,370000,16200,33.2,6.96,9260,1080,8.05,5.97,10500,1670,16,36
FALSE,800×350,SH-800x350x14x25x18,800,350,14,25,18,282.8,222,316000,17900,33.4,7.95,7900,1020,9.27,8.47,8850,1570,14,25
FALSE,800×350,SH-800x350x14x28x18,800,350,14,28,18,302.9,238,344000,20000,33.7,8.13,8600,1140,9.36,7.64,9610,1750,14,28
FALSE,800×350,SH-800x350x16x25x18,800,350,16,25,18,297.8,234,323000,17900,32.9,7.75,8070,1020,9.17,8.39,9130,1580,16,25
FALSE,800×350,SH-800x350x16x28x18,800,350,16,28,18,317.8,249,351000,20000,33.2,7.94,8770,1150,9.28,7.58,9880,1770,16,28
FALSE,800×350,SH-800x350x16x32x18,800,350,16,32,18,344.5,270,387000,22900,33.5,8.15,9680,1310,9.39,6.71,10900,2010,16,32
FALSE,800×350,SH-800x350x16x36x18,800,350,16,36,18,371.3,291,423000,25800,33.8,8.33,10600,1470,9.49,6.02,11800,2250,16,36
FALSE,800×350,SH-800x350x19x25x18,800,350,19,25,18,320.3,251,333000,17900,32.3,7.48,8340,1020,9.04,8.26,9560,1600,19,25
FALSE,800×350,SH-800x350x19x28x18,800,350,19,28,18,340.1,267,361000,20100,32.6,7.68,9030,1150,9.16,7.48,10300,1790,19,28
FALSE,800×350,SH-800x350x19x32x18,800,350,19,32,18,366.6,288,397000,22900,32.9,7.91,9930,1310,9.29,6.63,11300,2030,19,32
FALSE,800×350,SH-800x350x19x36x18,800,350,19,36,18,393.1,309,433000,25800,33.2,8.1,10800,1470,9.39,5.96,12200,2270,19,36
FALSE,800×350,SH-800x350x19x40x18,800,350,19,40,18,419.6,329,467000,28600,33.4,8.26,11700,1640,9.48,5.42,13200,2520,19,40
TRUE,800×400,SH-800x400x14x25x18,800,400,14,25,18,307.8,242,353000,26700,33.9,9.31,8840,1330,10.7,8.56,9820,2040,14,25
TRUE,800×400,SH-800x400x14x28x18,800,400,14,28,18,330.9,260,386000,29900,34.1,9.5,9640,1490,10.8,7.71,10700,2280,14,28
TRUE,800×400,SH-800x400x16x25x18,800,400,16,25,18,322.8,253,360000,26700,33.4,9.09,9010,1330,10.6,8.48,10100,2050,16,25
TRUE,800×400,SH-800x400x16x28x18,800,400,16,28,18,345.8,271,393000,29900,33.7,9.3,9810,1490,10.7,7.65,11000,2290,16,28
TRUE,800×400,SH-800x400x16x32x18,800,400,16,32,18,376.5,296,435000,34200,34,9.53,10900,1710,10.8,6.77,12100,2610,16,32
TRUE,800×400,SH-800x400x16x36x18,800,400,16,36,18,407.3,320,476000,38400,34.2,9.71,11900,1920,10.9,6.07,13200,2930,16,36
TRUE,800×400,SH-800x400x19x28x18,800,400,19,28,18,368.1,289,403000,29900,33.1,9.01,10100,1500,10.6,7.56,11400,2310,19,28
TRUE,800×400,SH-800x400x19x32x18,800,400,19,32,18,398.6,313,445000,34200,33.4,9.26,11100,1710,10.7,6.7,12500,2630,19,32
TRUE,800×400,SH-800x400x19x36x18,800,400,19,36,18,429.1,337,485000,38400,33.6,9.47,12100,1920,10.8,6.01,13600,2950,19,36
TRUE,800×400,SH-800x400x19x40x18,800,400,19,40,18,459.6,361,525000,42700,33.8,9.64,13100,2140,10.9,5.46,14700,3270,19,40
FALSE,850×250,SH-850x250x14x22x18,850,250,14,22,18,225.6,177,254000,5750,33.6,5.05,5980,460,6.26,9.68,6940,730,14,22
FALSE,850×250,SH-850x250x14x25x18,850,250,14,25,18,239.8,188,277000,6530,34,5.22,6510,523,6.37,8.67,7510,824,14,25
TRUE,850×250,SH-850x250x14x28x18,850,250,14,28,18,253.9,199,299000,7310,34.3,5.37,7040,585,6.47,7.85,8070,917,14,28
FALSE,850×250,SH-850x250x16x22x18,850,250,16,22,18,241.7,190,263000,5760,33,4.88,6180,461,6.16,9.53,7260,742,16,22
FALSE,850×250,SH-850x250x16x25x18,850,250,16,25,18,255.8,201,285000,6540,33.4,5.06,6720,523,6.29,8.55,7830,836,16,25
FALSE,850×250,SH-850x250x16x28x18,850,250,16,28,18,269.8,212,308000,7320,33.8,5.21,7240,586,6.38,7.75,8390,929,16,28
TRUE,850×250,SH-850x250x16x32x18,850,250,16,32,18,288.5,226,337000,8360,34.2,5.38,7920,669,6.49,6.9,9120,1050,16,32
TRUE,850×300,SH-850x300x14x22x18,850,300,14,22,18,247.6,194,292000,9920,34.3,6.33,6870,661,7.67,9.88,7850,1030,14,22
TRUE,850×300,SH-850x300x14x25x18,850,300,14,25,18,264.8,208,319000,11300,34.7,6.52,7520,751,7.79,8.83,8540,1170,14,25
TRUE,850×300,SH-850x300x14x28x18,850,300,14,28,18,281.9,221,347000,12600,35.1,6.69,8160,841,7.89,7.98,9220,1300,14,28
FALSE,850×300,SH-850x300x16x22x18,850,300,16,22,18,263.7,207,301000,9930,33.8,6.14,7070,662,7.57,9.75,8170,1040,16,22
FALSE,850×300,SH-850x300x16x25x18,850,300,16,25,18,280.8,220,328000,11300,34.2,6.34,7720,752,7.7,8.72,8860,1180,16,25
FALSE,850×300,SH-850x300x16x28x18,850,300,16,28,18,297.8,234,355000,12600,34.5,6.51,8350,842,7.8,7.9,9540,1310,16,28
FALSE,850×300,SH-850x300x16x32x18,850,300,16,32,18,320.5,252,390000,14400,34.9,6.71,9180,962,7.92,7.01,10400,1490,16,32
TRUE,850×350,SH-850x350x16x25x18,850,350,16,25,18,305.8,240,370000,17900,34.8,7.65,8720,1020,9.12,8.86,9890,1590,16,25
TRUE,850×350,SH-850x350x16x28x18,850,350,16,28,18,325.8,256,402000,20000,35.1,7.84,9460,1150,9.23,8,10700,1770,16,28
TRUE,850×350,SH-850x350x16x32x18,850,350,16,32,18,352.5,277,444000,22900,35.5,8.06,10400,1310,9.35,7.09,11700,2010,16,32
TRUE,850×350,SH-850x350x19x28x18,850,350,19,28,18,349.6,274,415000,20100,34.4,7.57,9760,1150,9.1,7.89,11200,1790,19,28
TRUE,850×350,SH-850x350x19x32x18,850,350,19,32,18,376.1,295,456000,22900,34.8,7.81,10700,1310,9.23,7.01,12200,2030,19,32
TRUE,850×350,SH-850x350x19x36x18,850,350,19,36,18,402.6,316,496000,25800,35.1,8,11700,1470,9.34,6.3,13200,2280,19,36
TRUE,850×350,SH-850x350x19x40x18,850,350,19,40,18,429.1,337,536000,28600,35.3,8.17,12600,1640,9.43,5.73,14300,2520,19,40
TRUE,850×400,SH-850x400x16x25x18,850,400,16,25,18,330.8,260,413000,26700,35.3,8.98,9720,1330,10.5,8.96,10900,2050,16,25
TRUE,850×400,SH-850x400x16x28x18,850,400,16,28,18,353.8,278,450000,29900,35.6,9.19,10600,1490,10.7,8.09,11800,2290,16,28
TRUE,850×400,SH-850x400x16x32x18,850,400,16,32,18,384.5,302,497000,34200,36,9.43,11700,1710,10.8,7.16,13000,2610,16,32
TRUE,850×400,SH-850x400x19x28x18,850,400,19,28,18,377.6,296,462000,29900,35,8.9,10900,1500,10.5,7.98,12300,2320,19,28
TRUE,850×400,SH-850x400x19x32x18,850,400,19,32,18,408.1,320,510000,34200,35.3,9.15,12000,1710,10.7,7.08,13500,2630,19,32
TRUE,850×400,SH-850x400x19x36x18,850,400,19,36,18,438.6,344,556000,38400,35.6,9.36,13100,1920,10.8,6.36,14700,2950,19,36
TRUE,850×400,SH-850x400x19x40x18,850,400,19,40,18,469.1,368,602000,42700,35.8,9.54,14200,2140,10.9,5.77,15900,3270,19,40
FALSE,900×250,SH-900x250x14x19x18,900,250,14,19,18,218.5,172,264000,4970,34.8,4.77,5870,398,6.07,11.5,6900,639,14,19
FALSE,900×250,SH-900x250x14x22x18,900,250,14,22,18,232.6,183,290000,5750,35.3,4.97,6450,460,6.21,10.2,7510,733,14,22
FALSE,900×250,SH-900x250x14x25x18,900,250,14,25,18,246.8,194,316000,6530,35.8,5.15,7020,523,6.33,9.11,8110,826,14,25
FALSE,900×250,SH-900x250x16x19x18,900,250,16,19,18,235.7,185,275000,4980,34.1,4.6,6110,399,5.96,11.3,7280,652,16,19
FALSE,900×250,SH-900x250x16x22x18,900,250,16,22,18,249.7,196,301000,5760,34.7,4.8,6680,461,6.11,10,7880,746,16,22
FALSE,900×250,SH-900x250x16x25x18,900,250,16,25,18,263.8,207,326000,6540,35.2,4.98,7250,524,6.24,8.98,8480,839,16,25
FALSE,900×250,SH-900x250x16x28x18,900,250,16,28,18,277.8,218,351000,7320,35.6,5.13,7810,586,6.34,8.15,9070,932,16,28
FALSE,900×300,SH-900x300x14x22x18,900,300,14,22,18,254.6,200,333000,9920,36.1,6.24,7390,662,7.62,10.4,8480,1040,14,22
FALSE,900×300,SH-900x300x14x25x18,900,300,14,25,18,271.8,213,364000,11300,36.6,6.44,8080,752,7.74,9.29,9210,1170,14,25
FALSE,900×300,SH-900x300x16x19x18,900,300,16,19,18,254.7,200,312000,8580,35,5.81,6930,572,7.35,11.6,8110,914,16,19
FALSE,900×300,SH-900x300x16x22x18,900,300,16,22,18,271.7,213,343000,9930,35.5,6.05,7620,662,7.51,10.2,8840,1050,16,22
FALSE,900×300,SH-900x300x16x25x18,900,300,16,25,18,288.8,227,374000,11300,36,6.25,8310,752,7.64,9.17,9570,1180,16,25
FALSE,900×300,SH-900x300x16x28x18,900,300,16,28,18,305.8,240,404000,12600,36.4,6.43,8990,842,7.75,8.31,10300,1320,16,28
FALSE,900×300,SH-900x300x16x32x18,900,300,16,32,18,328.5,258,444000,14400,36.8,6.63,9880,962,7.87,7.38,11200,1500,16,32
FALSE,900×300,SH-900x300x19x22x18,900,300,19,22,18,297.4,233,359000,9950,34.7,5.79,7970,664,7.35,10,9390,1070,19,22
FALSE,900×300,SH-900x300x19x25x18,900,300,19,25,18,314.3,247,389000,11300,35.2,6,8650,754,7.5,9,10100,1210,19,25
FALSE,900×300,SH-900x300x19x28x18,900,300,19,28,18,331.1,260,420000,12700,35.6,6.18,9320,844,7.62,8.17,10800,1340,19,28
FALSE,900×300,SH-900x300x19x32x18,900,300,19,32,18,353.6,278,459000,14500,36,6.39,10200,964,7.76,7.27,11800,1520,19,32
FALSE,900×300,SH-900x300x19x36x18,900,300,19,36,18,376.1,295,498000,16300,36.4,6.57,11100,1080,7.87,6.56,12700,1700,19,36
TRUE,900×350,SH-900x350x16x25x18,900,350,16,25,18,313.8,246,422000,17900,36.7,7.55,9370,1020,9.06,9.32,10700,1590,16,25
TRUE,900×350,SH-900x350x16x28x18,900,350,16,28,18,333.8,262,458000,20000,37,7.75,10200,1150,9.18,8.43,11500,1770,16,28
TRUE,900×350,SH-900x350x16x32x18,900,350,16,32,18,360.5,283,505000,22900,37.4,7.97,11200,1310,9.3,7.47,12600,2020,16,32
TRUE,900×350,SH-900x350x19x25x18,900,350,19,25,18,339.3,266,437000,17900,35.9,7.27,9720,1020,8.91,9.16,11200,1610,19,25
TRUE,900×350,SH-900x350x19x28x18,900,350,19,28,18,359.1,282,473000,20100,36.3,7.47,10500,1150,9.04,8.3,12000,1790,19,28
TRUE,900×350,SH-900x350x19x32x18,900,350,19,32,18,385.6,303,519000,22900,36.7,7.71,11500,1310,9.18,7.38,13200,2040,19,32
TRUE,900×350,SH-900x350x19x36x18,900,350,19,36,18,412.1,323,565000,25800,37,7.91,12600,1470,9.29,6.64,14300,2280,19,36
TRUE,900×350,SH-900x350x19x40x18,900,350,19,40,18,438.6,344,610000,28600,37.3,8.08,13600,1640,9.39,6.03,15300,2530,19,40
TRUE,900×400,SH-900x400x16x25x18,900,400,16,25,18,338.8,266,470000,26700,37.2,8.88,10400,1340,10.5,9.43,11800,2060,16,25
TRUE,900×400,SH-900x400x16x28x18,900,400,16,28,18,361.8,284,511000,29900,37.6,9.09,11400,1490,10.6,8.52,12700,2300,16,28
TRUE,900×400,SH-900x400x16x32x18,900,400,16,32,18,392.5,308,565000,34200,37.9,9.33,12600,1710,10.7,7.54,14000,2620,16,32
TRUE,900×400,SH-900x400x19x28x18,900,400,19,28,18,387.1,304,526000,29900,36.9,8.79,11700,1500,10.5,8.41,13300,2320,19,28
TRUE,900×400,SH-900x400x19x32x18,900,400,19,32,18,417.6,328,580000,34200,37.3,9.05,12900,1710,10.6,7.46,14500,2640,19,32
TRUE,900×400,SH-900x400x19x36x18,900,400,19,36,18,448.1,352,632000,38500,37.6,9.26,14100,1920,10.7,6.7,15800,2960,19,36
TRUE,900×400,SH-900x400x19x40x18,900,400,19,40,18,478.6,376,684000,42700,37.8,9.45,15200,2140,10.8,6.09,17100,3280,19,40
TRUE,950×250,SH-950x250x16x22x18,950,250,16,22,18,257.7,202,342000,5760,36.4,4.73,7190,461,6.06,10.5,8510,749,16,22
TRUE,950×250,SH-950x250x16x25x18,950,250,16,25,18,271.8,213,370000,6550,36.9,4.91,7790,524,6.19,9.4,9150,842,16,25
TRUE,950×250,SH-950x250x16x28x18,950,250,16,28,18,285.8,224,398000,7330,37.3,5.06,8390,586,6.29,8.54,9770,936,16,28
TRUE,950×250,SH-950x250x16x32x18,950,250,16,32,18,304.5,239,435000,8370,37.8,5.24,9160,669,6.41,7.61,10600,1060,16,32
TRUE,950×250,SH-950x250x19x25x18,950,250,19,25,18,298.8,235,388000,6570,36.1,4.69,8180,525,6.05,9.2,9750,866,19,25
TRUE,950×250,SH-950x250x19x28x18,950,250,19,28,18,312.6,245,416000,7350,36.5,4.85,8760,588,6.17,8.37,10400,959,19,28
TRUE,950×250,SH-950x250x19x32x18,950,250,19,32,18,331.1,260,453000,8390,37,5.03,9530,671,6.3,7.48,11200,1080,19,32
TRUE,950×250,SH-950x250x19x36x18,950,250,19,36,18,349.6,274,489000,9430,37.4,5.19,10300,754,6.4,6.76,12000,1210,19,36
TRUE,950×250,SH-950x250x19x40x18,950,250,19,40,18,368.1,289,524000,10500,37.7,5.33,11000,838,6.49,6.17,12800,1330,19,40
TRUE,950×300,SH-950x300x16x22x18,950,300,16,22,18,279.7,220,389000,9940,37.3,5.96,8190,662,7.45,10.7,9530,1050,16,22
TRUE,950×300,SH-950x300x16x25x18,950,300,16,25,18,296.8,233,424000,11300,37.8,6.17,8920,752,7.59,9.62,10300,1190,16,25
TRUE,950×300,SH-950x300x16x28x18,950,300,16,28,18,313.8,246,458000,12600,38.2,6.35,9640,842,7.7,8.71,11100,1320,16,28
TRUE,950×300,SH-950x300x16x32x18,950,300,16,32,18,336.5,264,503000,14400,38.7,6.55,10600,962,7.83,7.75,12100,1500,16,32
TRUE,950×300,SH-950x300x19x25x18,950,300,19,25,18,323.8,254,442000,11300,36.9,5.91,9300,754,7.44,9.43,10900,1210,19,25
TRUE,950×300,SH-950x300x19x28x18,950,300,19,28,18,340.6,267,476000,12700,37.4,6.1,10000,844,7.57,8.56,11700,1340,19,28
TRUE,950×300,SH-950x300x19x32x18,950,300,19,32,18,363.1,285,520000,14500,37.8,6.31,11000,964,7.71,7.63,12700,1520,19,32
TRUE,950×300,SH-950x300x19x36x18,950,300,19,36,18,385.6,303,564000,16300,38.2,6.49,11900,1080,7.82,6.88,13700,1700,19,36
TRUE,950×300,SH-950x300x19x40x18,950,300,19,40,18,408.1,320,607000,18100,38.6,6.65,12800,1200,7.91,6.26,14600,1880,19,40
TRUE,950×350,SH-950x350x16x22x18,950,350,16,22,18,301.7,237,436000,15800,38,7.23,9190,900,8.86,10.9,10600,1410,16,22
TRUE,950×350,SH-950x350x16x25x18,950,350,16,25,18,321.8,253,477000,17900,38.5,7.46,10000,1020,9.01,9.78,11500,1590,16,25
TRUE,950×350,SH-950x350x16x28x18,950,350,16,28,18,341.8,268,517000,20000,38.9,7.66,10900,1150,9.12,8.85,12400,1780,16,28
TRUE,950×350,SH-950x350x16x32x18,950,350,16,32,18,368.5,289,570000,22900,39.3,7.88,12000,1310,9.25,7.85,13500,2020,16,32
TRUE,950×350,SH-950x350x19x25x18,950,350,19,25,18,348.8,274,495000,17900,37.7,7.17,10400,1020,8.85,9.61,12100,1620,19,25
TRUE,950×350,SH-950x350x19x28x18,950,350,19,28,18,368.6,289,535000,20100,38.1,7.38,11300,1150,8.98,8.71,13000,1800,19,28
TRUE,950×350,SH-950x350x19x32x18,950,350,19,32,18,395.1,310,588000,22900,38.6,7.62,12400,1310,9.13,7.74,14100,2040,19,32
TRUE,950×350,SH-950x350x19x36x18,950,350,19,36,18,421.6,331,639000,25800,38.9,7.82,13500,1470,9.24,6.97,15300,2290,19,36
TRUE,950×350,SH-950x350x19x40x18,950,350,19,40,18,448.1,352,689000,28600,39.2,7.99,14500,1640,9.34,6.34,16500,2530,19,40
TRUE,950×400,SH-950x400x16x22x18,950,400,16,22,18,323.7,254,484000,23500,38.7,8.52,10200,1180,10.3,11.1,11600,1820,16,22
TRUE,950×400,SH-950x400x16x25x18,950,400,16,25,18,346.8,272,531000,26700,39.1,8.77,11200,1340,10.4,9.9,12600,2060,16,25
TRUE,950×400,SH-950x400x16x28x18,950,400,16,28,18,369.8,290,577000,29900,39.5,8.99,12100,1500,10.5,8.95,13600,2300,16,28
TRUE,950×400,SH-950x400x16x32x18,950,400,16,32,18,400.5,314,638000,34200,39.9,9.24,13400,1710,10.7,7.93,15000,2620,16,32
TRUE,950×400,SH-950x400x19x25x18,950,400,19,25,18,373.8,293,549000,26700,38.3,8.46,11600,1340,10.3,9.75,13200,2080,19,25
TRUE,950×400,SH-950x400x19x28x18,950,400,19,28,18,396.6,311,595000,29900,38.7,8.69,12500,1500,10.4,8.82,14200,2320,19,28
TRUE,950×400,SH-950x400x19x32x18,950,400,19,32,18,427.1,335,655000,34200,39.2,8.95,13800,1710,10.6,7.83,15600,2640,19,32
TRUE,950×400,SH-950x400x19x36x18,950,400,19,36,18,457.6,359,714000,38500,39.5,9.17,15000,1920,10.7,7.04,16900,2960,19,36
TRUE,950×400,SH-950x400x19x40x18,950,400,19,40,18,488.1,383,772000,42700,39.8,9.36,16300,2140,10.8,6.4,18300,3280,19,40
TRUE,1000×250,SH-1000x250x16x22x18,1000,250,16,22,18,265.7,209,386000,5770,38.1,4.66,7720,461,6.01,10.9,9170,752,16,22
TRUE,1000×250,SH-1000x250x16x25x18,1000,250,16,25,18,279.8,220,418000,6550,38.6,4.84,8350,524,6.14,9.82,9830,845,16,25
TRUE,1000×250,SH-1000x250x16x28x18,1000,250,16,28,18,293.8,231,449000,7330,39.1,4.99,8980,586,6.25,8.93,10500,939,16,28
TRUE,1000×250,SH-1000x250x16x32x18,1000,250,16,32,18,312.5,245,490000,8370,39.6,5.17,9810,670,6.37,7.96,11400,1060,16,32
TRUE,1000×250,SH-1000x250x19x25x18,1000,250,19,25,18,308.3,242,439000,6570,37.7,4.62,8780,526,6,9.6,10500,871,19,25
TRUE,1000×250,SH-1000x250x19x28x18,1000,250,19,28,18,322.1,253,470000,7350,38.2,4.78,9400,588,6.12,8.74,11200,964,19,28
TRUE,1000×250,SH-1000x250x19x32x18,1000,250,19,32,18,340.6,267,511000,8390,38.7,4.96,10200,671,6.25,7.81,12000,1090,19,32
TRUE,1000×250,SH-1000x250x19x36x18,1000,250,19,36,18,359.1,282,551000,9430,39.2,5.13,11000,755,6.36,7.06,12900,1210,19,36
TRUE,1000×250,SH-1000x250x19x40x18,1000,250,19,40,18,377.6,296,590000,10500,39.5,5.27,11800,838,6.45,6.45,13700,1340,19,40
TRUE,1000×300,SH-1000x300x16x22x18,1000,300,16,22,18,287.7,226,438000,9940,39,5.88,8770,662,7.4,11.2,10200,1050,16,22
TRUE,1000×300,SH-1000x300x16x25x18,1000,300,16,25,18,304.8,239,477000,11300,39.6,6.09,9540,752,7.54,10.1,11100,1190,16,25
TRUE,1000×300,SH-1000x300x16x28x18,1000,300,16,28,18,321.8,253,515000,12600,40,6.27,10300,842,7.66,9.12,11900,1320,16,28
TRUE,1000×300,SH-1000x300x16x32x18,1000,300,16,32,18,344.5,270,565000,14400,40.5,6.47,11300,962,7.78,8.11,12900,1500,16,32
TRUE,1000×300,SH-1000x300x19x25x18,1000,300,19,25,18,333.3,262,498000,11300,38.7,5.83,9970,754,7.39,9.85,11700,1210,19,25
TRUE,1000×300,SH-1000x300x19x28x18,1000,300,19,28,18,350.1,275,536000,12700,39.1,6.01,10700,844,7.52,8.95,12500,1350,19,28
TRUE,1000×300,SH-1000x300x19x32x18,1000,300,19,32,18,372.6,292,586000,14500,39.6,6.23,11700,964,7.66,7.98,13600,1530,19,32
TRUE,1000×300,SH-1000x300x19x36x18,1000,300,19,36,18,395.1,310,634000,16300,40.1,6.41,12700,1080,7.77,7.2,14600,1710,19,36
TRUE,1000×300,SH-1000x300x19x40x18,1000,300,19,40,18,417.6,328,682000,18100,40.4,6.58,13600,1200,7.87,6.56,15700,1890,19,40
TRUE,1000×350,SH-1000x350x16x22x18,1000,350,16,22,18,309.7,243,491000,15800,39.8,7.13,9820,900,8.8,11.4,11300,1410,16,22
TRUE,1000×350,SH-1000x350x16x25x18,1000,350,16,25,18,329.8,259,536000,17900,40.3,7.37,10700,1020,8.95,10.2,12300,1600,16,25
TRUE,1000×350,SH-1000x350x16x28x18,1000,350,16,28,18,349.8,275,581000,20000,40.8,7.57,11600,1150,9.07,9.26,13200,1780,16,28
TRUE,1000×350,SH-1000x350x16x32x18,1000,350,16,32,18,376.5,296,640000,22900,41.2,7.8,12800,1310,9.21,8.22,14500,2020,16,32
TRUE,1000×350,SH-1000x350x19x25x18,1000,350,19,25,18,358.3,281,558000,17900,39.5,7.07,11200,1020,8.79,10,12900,1620,19,25
TRUE,1000×350,SH-1000x350x19x28x18,1000,350,19,28,18,378.1,297,602000,20100,39.9,7.28,12000,1150,8.92,9.11,13900,1800,19,28
TRUE,1000×350,SH-1000x350x19x32x18,1000,350,19,32,18,404.6,318,661000,22900,40.4,7.53,13200,1310,9.07,8.1,15100,2050,19,32
TRUE,1000×350,SH-1000x350x19x36x18,1000,350,19,36,18,431.1,338,718000,25800,40.8,7.73,14400,1470,9.2,7.3,16400,2290,19,36
TRUE,1000×350,SH-1000x350x19x40x18,1000,350,19,40,18,457.6,359,775000,28600,41.1,7.91,15500,1640,9.3,6.64,17600,2540,19,40
TRUE,1000×400,SH-1000x400x16x22x18,1000,400,16,22,18,331.7,260,544000,23500,40.5,8.42,10900,1180,10.2,11.6,12400,1820,16,22
TRUE,1000×400,SH-1000x400x16x25x18,1000,400,16,25,18,354.8,279,596000,26700,41,8.68,11900,1340,10.4,10.4,13500,2060,16,25
TRUE,1000×400,SH-1000x400x16x28x18,1000,400,16,28,18,377.8,297,647000,29900,41.4,8.9,12900,1500,10.5,9.37,14600,2300,16,28
TRUE,1000×400,SH-1000x400x16x32x18,1000,400,16,32,18,408.5,321,715000,34200,41.8,9.15,14300,1710,10.6,8.31,16000,2620,16,32
TRUE,1000×400,SH-1000x400x19x25x18,1000,400,19,25,18,383.3,301,617000,26700,40.1,8.35,12300,1340,10.2,10.2,14200,2090,19,25
TRUE,1000×400,SH-1000x400x19x28x18,1000,400,19,28,18,406.1,319,669000,29900,40.6,8.58,13400,1500,10.3,9.23,15200,2330,19,28
TRUE,1000×400,SH-1000x400x19x32x18,1000,400,19,32,18,436.6,343,736000,34200,41,8.85,14700,1710,10.5,8.2,16700,2650,19,32
TRUE,1000×400,SH-1000x400x19x36x18,1000,400,19,36,18,467.1,367,802000,38500,41.4,9.07,16000,1920,10.6,7.38,18100,2970,19,36
TRUE,1000×400,SH-1000x400x19x40x18,1000,400,19,40,18,497.6,391,867000,42700,41.7,9.27,17300,2140,10.7,6.7,19500,3290,19,40
