key,断面,鋼種,lb,幅厚比柱,幅厚比梁,Zxe,Zye,Ae
SH-500x250x12x25x13-SN490,SH-500x250x12x25x13,SN490,5.13,FB,FA,3220,521,180.5
SH-500x250x12x28x13-SN400,SH-500x250x12x28x13,SN400,7.95,FA,FA,3500,584,194.7
SH-500x250x12x28x13-SN490,SH-500x250x12x28x13,SN490,5.75,FB,FA,3500,584,194.7
SH-500x300x9x16x13-SN400,SH-500x300x9x16x13,SN400,5.45,FD,FB,2590,480,138.6
SH-500x300x9x16x13-SN490,SH-500x300x9x16x13,SN490,3.94,FD,FC,2590,480,132.8
SH-500x300x9x19x13-SN400,SH-500x300x9x19x13,SN400,6.48,FD,FA,2960,570,156.6
SH-500x300x9x19x13-SN490,SH-500x300x9x19x13,SN490,4.68,FD,FB,2960,570,150.8
SH-500x300x12x16x13-SN400,SH-500x300x12x16x13,SN400,5.45,FA,FB,2690,481,153.6
SH-500x300x12x16x13-SN490,SH-500x300x12x16x13,SN490,3.94,FC,FC,2690,481,153.6
SH-500x300x12x19x13-SN400,SH-500x300x12x19x13,SN400,6.48,FA,FA,3060,571,170.9
SH-500x300x12x19x13-SN490,SH-500x300x12x19x13,SN490,4.68,FC,FB,3060,571,170.9
SH-500x300x12x22x13-SN400,SH-500x300x12x22x13,SN400,7.5,FA,FA,3430,661,188.2
SH-500x300x12x22x13-SN490,SH-500x300x12x22x13,SN490,5.42,FB,FA,3430,661,188.2
SH-500x300x12x25x13-SN400,SH-500x300x12x25x13,SN400,8.52,FA,FA,3780,751,205.5
SH-500x300x12x25x13-SN490,SH-500x300x12x25x13,SN490,6.16,FB,FA,3780,751,205.5
SH-500x300x12x28x13-SN400,SH-500x300x12x28x13,SN400,9.54,FA,FA,4130,841,222.7
SH-500x300x12x28x13-SN490,SH-500x300x12x28x13,SN490,6.9,FB,FA,4130,841,222.7
SH-500x300x14x19x13-SN400,SH-500x300x14x19x13,SN400,6.48,FA,FA,3130,571,180.1
SH-500x300x14x19x13-SN490,SH-500x300x14x19x13,SN490,4.68,FA,FB,3130,571,180.1
SH-500x300x14x22x13-SN400,SH-500x300x14x22x13,SN400,7.5,FA,FA,3490,661,197.3
SH-500x300x14x22x13-SN490,SH-500x300x14x22x13,SN490,5.42,FA,FA,3490,661,197.3
SH-500x300x14x25x13-SN400,SH-500x300x14x25x13,SN400,8.52,FA,FA,3840,751,214.5
SH-500x300x14x25x13-SN490,SH-500x300x14x25x13,SN490,6.16,FA,FA,3840,751,214.5
SH-500x300x14x28x13-SN400,SH-500x300x14x28x13,SN400,9.54,FA,FA,4180,841,231.6
SH-500x300x14x28x13-SN490,SH-500x300x14x28x13,SN490,6.9,FA,FA,4180,841,231.6
SH-500x300x16x19x13-SN400,SH-500x300x16x19x13,SN400,6.48,FA,FA,3200,571,189.4
SH-500x300x16x19x13-SN490,SH-500x300x16x19x13,SN490,4.68,FA,FB,3200,571,189.4
SH-500x300x16x22x13-SN400,SH-500x300x16x22x13,SN400,7.5,FA,FA,3550,661,206.4
SH-500x300x16x22x13-SN490,SH-500x300x16x22x13,SN490,5.42,FA,FA,3550,661,206.4
SH-500x300x16x25x13-SN400,SH-500x300x16x25x13,SN400,8.52,FA,FA,3900,751,223.5
SH-500x300x16x25x13-SN490,SH-500x300x16x25x13,SN490,6.16,FA,FA,3900,751,223.5
SH-500x300x16x28x13-SN400,SH-500x300x16x28x13,SN400,9.54,FA,FA,4240,841,240.5
SH-500x300x16x28x13-SN490,SH-500x300x16x28x13,SN490,6.9,FA,FA,4240,841,240.5
SH-500x300x16x32x13-SN400,SH-500x300x16x32x13,SN400,10.9,FA,FA,4680,961,236.2
SH-500x300x16x32x13-SN490,SH-500x300x16x32x13,SN490,7.89,FA,FA,4680,961,263.2
SH-550x200x9x12x13-SN400,SH-550x200x9x12x13,SN400,2.48,FD,FA,1700,160,90.63
SH-550x200x9x12x13-SN490,SH-550x200x9x12x13,SN490,1.79,FD,FC,1700,160,84.81
SH-550x200x9x16x13-SN400,SH-550x200x9x16x13,SN400,3.31,FD,FA,2070,214,106.6
SH-550x200x9x16x13-SN490,SH-550x200x9x16x13,SN490,2.39,FD,FC,2070,214,100.8
SH-550x200x9x19x13-SN400,SH-550x200x9x19x13,SN400,3.92,FD,FA,2350,254,118.6
SH-550x200x9x19x13-SN490,SH-550x200x9x19x13,SN490,2.84,FD,FC,2350,254,112.8
SH-550x200x9x22x13-SN400,SH-550x200x9x22x13,SN400,4.54,FD,FA,2620,294,130.6
SH-550x200x9x22x13-SN490,SH-550x200x9x22x13,SN490,3.29,FD,FC,2620,294,124.8
SH-550x200x12x16x13-SN400,SH-550x200x12x16x13,SN400,3.31,FB,FA,2200,214,127.6
SH-550x200x12x16x13-SN490,SH-550x200x12x16x13,SN490,2.39,FD,FA,2200,214,127.3
SH-550x200x12x19x13-SN400,SH-550x200x12x19x13,SN400,3.92,FA,FA,2470,254,138.9
SH-550x200x12x19x13-SN490,SH-550x200x12x19x13,SN490,2.84,FD,FA,2470,254,138.9
SH-550x200x12x22x13-SN400,SH-550x200x12x22x13,SN400,4.54,FA,FA,2740,294,150.2
SH-550x200x12x22x13-SN490,SH-550x200x12x22x13,SN490,3.29,FD,FA,2740,294,150.2
SH-550x200x12x25x13-SN400,SH-550x200x12x25x13,SN400,5.16,FA,FA,2990,334,161.5
SH-550x200x12x25x13-SN490,SH-550x200x12x25x13,SN490,3.73,FD,FA,2990,334,161.5
SH-550x250x9x12x13-SN400,SH-550x250x9x12x13,SN400,3.1,FD,FB,2010,250,102.6
SH-550x250x9x12x13-SN490,SH-550x250x9x12x13,SN490,2.24,FD,FC,2010,250,96.81
SH-550x250x9x16x13-SN400,SH-550x250x9x16x13,SN400,4.13,FD,FA,2490,334,122.6
SH-550x250x9x16x13-SN490,SH-550x250x9x16x13,SN490,2.99,FD,FC,2490,334,116.8
SH-550x250x9x19x13-SN400,SH-550x250x9x19x13,SN400,4.91,FD,FA,2840,396,137.6
SH-550x250x9x19x13-SN490,SH-550x250x9x19x13,SN490,3.55,FD,FC,2840,396,131.8
SH-550x250x9x22x13-SN400,SH-550x250x9x22x13,SN400,5.68,FD,FA,3180,459,152.6
SH-550x250x9x22x13-SN490,SH-550x250x9x22x13,SN490,4.11,FD,FC,3180,459,146.8
SH-550x250x12x16x13-SN400,SH-550x250x12x16x13,SN400,4.13,FB,FA,2610,334,143.6
SH-550x250x12x16x13-SN490,SH-550x250x12x16x13,SN490,2.99,FD,FB,2610,334,143.3
SH-550x250x12x19x13-SN400,SH-550x250x12x19x13,SN400,4.91,FA,FA,2960,397,157.9
SH-550x250x12x19x13-SN490,SH-550x250x12x19x13,SN490,3.55,FD,FA,2960,397,157.9
SH-550x250x12x22x13-SN400,SH-550x250x12x22x13,SN400,5.68,FA,FA,3290,459,172.2
SH-550x250x12x22x13-SN490,SH-550x250x12x22x13,SN490,4.11,FD,FA,3290,459,172.2
SH-550x250x12x25x13-SN400,SH-550x250x12x25x13,SN400,6.46,FA,FA,3620,522,186.5
SH-550x250x12x25x13-SN490,SH-550x250x12x25x13,SN490,4.67,FD,FA,3620,522,186.5
SH-550x250x12x28x13-SN400,SH-550x250x12x28x13,SN400,7.23,FA,FA,3940,584,200.7
SH-550x250x12x28x13-SN490,SH-550x250x12x28x13,SN490,5.23,FD,FA,3940,584,200.7
SH-550x300x9x16x13-SN400,SH-550x300x9x16x13,SN400,4.96,FD,FB,2900,480,138.6
SH-550x300x9x16x13-SN490,SH-550x300x9x16x13,SN490,3.58,FD,FC,2900,480,132.8
SH-550x300x9x19x13-SN400,SH-550x300x9x19x13,SN400,5.89,FD,FA,3320,570,156.6
SH-550x300x9x19x13-SN490,SH-550x300x9x19x13,SN490,4.26,FD,FC,3320,570,150.8
SH-550x300x12x16x13-SN400,SH-550x300x12x16x13,SN400,4.96,FB,FB,3030,481,159.6
SH-550x300x12x16x13-SN490,SH-550x300x12x16x13,SN490,3.58,FD,FC,3030,481,159.3
SH-550x300x12x19x13-SN400,SH-550x300x12x19x13,SN400,5.89,FA,FA,3450,571,176.9
SH-550x300x12x19x13-SN490,SH-550x300x12x19x13,SN490,4.26,FD,FB,3450,571,176.9
SH-550x300x12x22x13-SN400,SH-550x300x12x22x13,SN400,6.82,FA,FA,3850,661,194.2
SH-550x300x12x22x13-SN490,SH-550x300x12x22x13,SN490,4.93,FD,FA,3850,661,194.2
SH-550x300x12x25x13-SN400,SH-550x300x12x25x13,SN400,7.75,FA,FA,4250,751,211.5
SH-550x300x12x25x13-SN490,SH-550x300x12x25x13,SN490,5.6,FD,FA,4250,751,211.5
SH-550x300x12x28x13-SN400,SH-550x300x12x28x13,SN400,8.68,FA,FA,4640,841,228.7
SH-550x300x12x28x13-SN490,SH-550x300x12x28x13,SN490,6.27,FD,FA,4640,841,228.7
SH-550x300x14x19x13-SN400,SH-550x300x14x19x13,SN400,5.89,FA,FA,3530,571,187.1
SH-550x300x14x19x13-SN490,SH-550x300x14x19x13,SN490,4.26,FB,FB,3530,571,187.1
SH-550x300x14x22x13-SN400,SH-550x300x14x22x13,SN400,6.82,FA,FA,3930,661,204.3
SH-550x300x14x22x13-SN490,SH-550x300x14x22x13,SN490,4.93,FA,FA,3930,661,204.3
SH-550x300x14x25x13-SN400,SH-550x300x14x25x13,SN400,7.75,FA,FA,4320,751,221.5
SH-550x300x14x25x13-SN490,SH-550x300x14x25x13,SN490,5.6,FA,FA,4320,751,221.5
SH-550x300x14x28x13-SN400,SH-550x300x14x28x13,SN400,8.68,FA,FA,4710,841,238.6
SH-550x300x14x28x13-SN490,SH-550x300x14x28x13,SN490,6.27,FA,FA,4710,841,238.6
SH-550x300x16x22x13-SN400,SH-550x300x16x22x13,SN400,6.82,FA,FA,4010,661,214.4
SH-550x300x16x22x13-SN490,SH-550x300x16x22x13,SN490,4.93,FA,FA,4010,661,214.4
SH-550x300x16x25x13-SN400,SH-550x300x16x25x13,SN400,7.75,FA,FA,4400,751,231.5
SH-550x300x16x25x13-SN490,SH-550x300x16x25x13,SN490,5.6,FA,FA,4400,751,231.5
SH-550x300x16x28x13-SN400,SH-550x300x16x28x13,SN400,8.68,FA,FA,4780,841,248.5
SH-550x300x16x28x13-SN490,SH-550x300x16x28x13,SN490,6.27,FA,FA,4780,841,248.5
SH-600x200x9x12x13-SN400,SH-600x200x9x12x13,SN400,2.27,FD,FB,1900,160,90.63
SH-600x200x9x12x13-SN490,SH-600x200x9x12x13,SN490,1.64,FD,FD,1900,160,84.81
SH-600x200x9x16x13-SN400,SH-600x200x9x16x13,SN400,3.03,FD,FB,2320,214,106.6
SH-600x200x9x16x13-SN490,SH-600x200x9x16x13,SN490,2.19,FD,FD,2320,214,100.8
SH-600x200x9x19x13-SN400,SH-600x200x9x19x13,SN400,3.6,FD,FB,2620,254,118.6
SH-600x200x9x19x13-SN490,SH-600x200x9x19x13,SN490,2.6,FD,FD,2620,254,112.8
SH-600x200x9x22x13-SN400,SH-600x200x9x22x13,SN400,4.17,FD,FB,2920,294,130.6
SH-600x200x9x22x13-SN490,SH-600x200x9x22x13,SN490,3.01,FD,FD,2920,294,124.8
SH-600x200x12x16x13-SN400,SH-600x200x12x16x13,SN400,3.03,FC,FA,2470,214,133.6
SH-600x200x12x16x13-SN490,SH-600x200x12x16x13,SN490,2.19,FD,FA,2470,214,127.2
SH-600x200x12x19x13-SN400,SH-600x200x12x19x13,SN400,3.6,FC,FA,2770,254,144.9
SH-600x200x12x19x13-SN490,SH-600x200x12x19x13,SN490,2.6,FD,FA,2770,254,139.3
SH-600x200x12x22x13-SN400,SH-600x200x12x22x13,SN400,4.17,FC,FA,3060,294,156.2
SH-600x200x12x22x13-SN490,SH-600x200x12x22x13,SN490,3.01,FD,FA,3060,294,151.3
SH-600x200x12x25x13-SN400,SH-600x200x12x25x13,SN400,4.73,FC,FA,3350,334,167.5
SH-600x200x12x25x13-SN490,SH-600x200x12x25x13,SN490,3.42,FD,FA,3350,334,163.3
SH-600x200x12x28x13-SN400,SH-600x200x12x28x13,SN400,5.3,FC,FA,3630,374,178.7
SH-600x200x12x28x13-SN490,SH-600x200x12x28x13,SN490,3.83,FD,FA,3630,374,175.3
SH-600x250x9x16x13-SN400,SH-600x250x9x16x13,SN400,3.79,FD,FB,2770,334,122.6
SH-600x250x9x16x13-SN490,SH-600x250x9x16x13,SN490,2.74,FD,FD,2770,334,116.8
SH-600x250x9x19x13-SN400,SH-600x250x9x19x13,SN400,4.5,FD,FB,3150,396,137.6
SH-600x250x9x19x13-SN490,SH-600x250x9x19x13,SN490,3.25,FD,FD,3150,396,131.8
SH-600x250x12x16x13-SN400,SH-600x250x12x16x13,SN400,3.79,FC,FA,2920,334,149.6
SH-600x250x12x16x13-SN490,SH-600x250x12x16x13,SN490,2.74,FD,FB,2920,334,143.3
SH-600x250x12x19x13-SN400,SH-600x250x12x19x13,SN400,4.5,FC,FA,3300,397,163.9
SH-600x250x12x19x13-SN490,SH-600x250x12x19x13,SN490,3.25,FD,FA,3300,397,158.3
SH-600x250x12x22x13-SN400,SH-600x250x12x22x13,SN400,5.21,FC,FA,3670,459,178.2
SH-600x250x12x22x13-SN490,SH-600x250x12x22x13,SN490,3.77,FD,FA,3670,459,173.3
SH-600x250x12x22x13-HBL-H355,SH-600x250x12x22x13,HBL-H355,3.45,FD,FA,3670,459,170.7
SH-600x250x12x25x13-SN400,SH-600x250x12x25x13,SN400,5.92,FC,FA,4040,522,192.5
SH-600x250x12x25x13-SN490,SH-600x250x12x25x13,SN490,4.28,FD,FA,4040,522,188.3
SH-600x250x12x25x13-HBL-H355,SH-600x250x12x25x13,HBL-H355,3.92,FD,FA,4040,522,185.7
SH-600x250x12x28x13-SN400,SH-600x250x12x28x13,SN400,6.63,FC,FA,4390,584,206.7
SH-600x250x12x28x13-SN490,SH-600x250x12x28x13,SN490,4.79,FD,FA,4390,584,203.3
SH-600x250x14x19x13-SN400,SH-600x250x14x19x13,SN400,4.5,FA,FA,3400,397,175.1
SH-600x250x14x19x13-SN490,SH-600x250x14x19x13,SN490,3.25,FC,FA,3400,397,175.1
SH-600x250x14x22x13-SN400,SH-600x250x14x22x13,SN400,5.21,FA,FA,3770,459,189.3
SH-600x250x14x22x13-SN490,SH-600x250x14x22x13,SN490,3.77,FC,FA,3770,459,189.3
SH-600x250x14x22x13-HBL-H355,SH-600x250x14x22x13,HBL-H355,3.45,FD,FA,3770,459,189.3
SH-600x250x14x25x13-SN400,SH-600x250x14x25x13,SN400,5.92,FA,FA,4130,522,203.5
SH-600x250x14x25x13-SN490,SH-600x250x14x25x13,SN490,4.28,FC,FA,4130,522,203.5
SH-600x250x14x25x13-HBL-H355,SH-600x250x14x25x13,HBL-H355,3.92,FD,FA,4130,522,203.5
SH-600x250x14x28x13-SN400,SH-600x250x14x28x13,SN400,6.63,FA,FA,4480,584,217.6
SH-600x250x14x28x13-SN490,SH-600x250x14x28x13,SN490,4.7,FC,FA,4480,584,217.6
SH-600x250x14x28x13-HBL-H355,SH-600x250x14x28x13,HBL-H355,4.39,FC,FA,4180,584,217.6
SH-600x250x16x22x13-SN400,SH-600x250x16x22x13,SN400,5.21,FA,FA,3860,460,200.4
SH-600x250x16x22x13-SN490,SH-600x250x16x22x13,SN490,3.77,FA,FA,3860,460,200.4
SH-600x250x16x22x13-HBL-H355,SH-600x250x16x22x13,HBL-H355,3.45,FA,FA,3860,460,200.4
SH-600x250x16x25x13-SN400,SH-600x250x16x25x13,SN400,5.92,FA,FA,4220,522,214.5
SH-600x250x16x25x13-SN490,SH-600x250x16x25x13,SN490,4.28,FA,FA,4220,522,214.5
SH-600x250x16x25x13-HBL-H355,SH-600x250x16x25x13,HBL-H355,3.92,FA,FA,4220,522,214.5
SH-600x250x16x28x13-SN400,SH-600x250x16x28x13,SN400,6.63,FA,FA,4570,585,228.5
SH-600x250x16x28x13-SN490,SH-600x250x16x28x13,SN490,4.79,FA,FA,4570,585,228.5
SH-600x250x16x28x13-HBL-H355,SH-600x250x16x28x13,HBL-H355,4.39,FA,FA,4570,585,228.5
SH-600x250x16x32x13-SN400,SH-600x250x16x32x13,SN400,7.57,FA,FA,5020,668,247.2
SH-600x250x16x32x13-SN490,SH-600x250x16x32x13,SN490,5.4,FA,FA,5020,668,247.2
SH-600x300x9x19x13-SN400,SH-600x300x9x19x13,SN400,5.4,FD,FB,3690,570,156.6
SH-600x300x9x19x13-SN490,SH-600x300x9x19x13,SN490,3.9,FD,FD,3690,570,150.8
SH-600x300x12x16x13-SN400,SH-600x300x12x16x13,SN400,4.54,FC,FB,3380,481,165.6
SH-600x300x12x16x13-SN490,SH-600x300x12x16x13,SN490,3.29,FD,FC,3380,481,159.3
SH-600x300x12x19x13-SN400,SH-600x300x12x19x13,SN400,5.4,FC,FA,3840,571,182.9
SH-600x300x12x19x13-SN490,SH-600x300x12x19x13,SN490,3.9,FD,FB,3840,571,177.3
SH-600x300x12x22x13-SN400,SH-600x300x12x22x13,SN400,6.25,FC,FA,4290,661,200.2
SH-600x300x12x22x13-SN490,SH-600x300x12x22x13,SN490,4.52,FD,FA,4290,661,195.3
SH-600x300x12x22x13-HBL-H355,SH-600x300x12x22x13,HBL-H355,4.14,FD,FA,4290,661,192.7
SH-600x300x12x25x13-SN400,SH-600x300x12x25x13,SN400,7.1,FC,FA,4730,751,217.5
SH-600x300x12x25x13-SN490,SH-600x300x12x25x13,SN490,5.13,FD,FA,4730,751,213.3
SH-600x300x12x25x13-HBL-H355,SH-600x300x12x25x13,HBL-H355,4.7,FD,FA,4730,751,210.7
SH-600x300x12x28x13-SN400,SH-600x300x12x28x13,SN400,7.95,FC,FA,5160,841,234.7
SH-600x300x12x28x13-SN490,SH-600x300x12x28x13,SN490,5.75,FD,FA,5160,841,231.3
SH-600x300x14x19x13-SN400,SH-600x300x14x19x13,SN400,5.4,FA,FA,3940,571,194.1
SH-600x300x14x19x13-SN490,SH-600x300x14x19x13,SN490,3.9,FC,FB,3940,571,194.1
SH-600x300x14x22x13-SN400,SH-600x300x14x22x13,SN400,6.25,FA,FA,4380,661,211.3
SH-600x300x14x22x13-SN490,SH-600x300x14x22x13,SN490,4.52,FC,FA,4380,661,211.3
SH-600x300x14x22x13-HBL-H355,SH-600x300x14x22x13,HBL-H355,4.14,FD,FA,4380,661,211.3
SH-600x300x14x25x13-SN400,SH-600x300x14x25x13,SN400,7.1,FA,FA,4820,751,228.5
SH-600x300x14x25x13-SN490,SH-600x300x14x25x13,SN490,5.13,FC,FA,4820,751,228.5
SH-600x300x14x25x13-HBL-H355,SH-600x300x14x25x13,HBL-H355,4.7,FD,FA,4820,751,228.5
SH-600x300x14x28x13-SN400,SH-600x300x14x28x13,SN400,7.95,FA,FA,5250,841,245.6
SH-600x300x14x28x13-SN490,SH-600x300x14x28x13,SN490,5.75,FC,FA,5250,841,245.6
SH-600x300x14x28x13-HBL-H355,SH-600x300x14x28x13,HBL-H355,5.26,FC,FA,5250,841,245.6
SH-600x300x14x32x13-SN400,SH-600x300x14x32x13,SN400,9.09,FA,FA,5800,961,268.5
SH-600x300x14x32x13-SN490,SH-600x300x14x32x13,SN490,6.57,FC,FA,5800,961,268.5
SH-600x300x16x22x13-SN400,SH-600x300x16x22x13,SN400,6.25,FA,FA,4480,661,222.4
SH-600x300x16x22x13-SN490,SH-600x300x16x22x13,SN490,4.52,FA,FA,4480,661,222.4
SH-600x300x16x22x13-HBL-H355,SH-600x300x16x22x13,HBL-H355,4.14,FA,FA,4480,661,222.4
SH-600x300x16x25x13-SN400,SH-600x300x16x25x13,SN400,7.1,FA,FA,4910,751,239.5
SH-600x300x16x25x13-SN490,SH-600x300x16x25x13,SN490,5.13,FA,FA,4910,751,239.5
SH-600x300x16x25x13-HBL-H355,SH-600x300x16x25x13,HBL-H355,4.7,FA,FA,4910,751,239.5
SH-600x300x16x28x13-SN400,SH-600x300x16x28x13,SN400,7.95,FA,FA,5330,841,256.5
SH-600x300x16x28x13-SN490,SH-600x300x16x28x13,SN490,5.75,FA,FA,5330,841,256.5
SH-600x300x16x28x13-HBL-H355,SH-600x300x16x28x13,HBL-H355,5.26,FA,FA,5330,841,256.5
SH-600x300x16x32x13-SN400,SH-600x300x16x32x13,SN400,9.09,FA,FA,5890,961,279.2
SH-600x300x16x32x13-SN490,SH-600x300x16x32x13,SN490,6.57,FA,FA,5890,961,279.2
SH-650x200x9x12x13-SN400,SH-650x200x9x12x13,SN400,2.1,FD,FC,2110,160,90.63
SH-650x200x9x12x13-SN490,SH-650x200x9x12x13,SN490,1.52,FD,FD,2110,160,84.81
SH-650x200x9x16x13-SN400,SH-650x200x9x16x13,SN400,2.8,FD,FC,2570,214,106.6
SH-650x200x9x16x13-SN490,SH-650x200x9x16x13,SN490,2.02,FD,FD,2570,214,100.8
SH-650x200x9x19x13-SN400,SH-650x200x9x19x13,SN400,3.32,FD,FC,2900,254,118.6
SH-650x200x9x19x13-SN490,SH-650x200x9x19x13,SN490,2.4,FD,FD,2900,254,112.8
SH-650x200x9x22x13-SN400,SH-650x200x9x22x13,SN400,3.85,FD,FC,3220,294,130.6
SH-650x200x9x22x13-SN490,SH-650x200x9x22x13,SN490,2.78,FD,FD,3220,294,124.8
SH-650x200x12x16x13-SN400,SH-650x200x12x16x13,SN400,2.8,FD,FA,2750,214,137.6
SH-650x200x12x16x13-SN490,SH-650x200x12x16x13,SN490,2.02,FD,FB,2750,214,127.3
SH-650x200x12x19x13-SN400,SH-650x200x12x19x13,SN400,3.32,FD,FA,3070,254,149.6
SH-650x200x12x19x13-SN490,SH-650x200x12x19x13,SN490,2.4,FD,FA,3070,254,139.3
SH-650x200x12x22x13-SN400,SH-650x200x12x22x13,SN400,3.85,FD,FA,3400,294,161.6
SH-650x200x12x22x13-SN490,SH-650x200x12x22x13,SN490,2.78,FD,FA,3400,294,151.3
SH-650x200x12x25x13-SN400,SH-650x200x12x25x13,SN400,4.37,FD,FA,3710,334,173.5
SH-650x200x12x25x13-SN490,SH-650x200x12x25x13,SN490,3.16,FD,FA,3710,334,163.3
SH-650x200x12x28x13-SN400,SH-650x200x12x28x13,SN400,4.89,FD,FA,4020,374,184.7
SH-650x200x12x28x13-SN490,SH-650x200x12x28x13,SN490,3.54,FD,FA,4020,374,175.3
SH-650x250x9x16x13-SN400,SH-650x250x9x16x13,SN400,3.5,FD,FC,3060,334,122.6
SH-650x250x9x16x13-SN490,SH-650x250x9x16x13,SN490,2.53,FD,FD,3060,334,116.8
SH-650x250x12x16x13-SN400,SH-650x250x12x16x13,SN400,3.5,FD,FA,3240,334,153.6
SH-650x250x12x16x13-SN490,SH-650x250x12x16x13,SN490,2.53,FD,FB,3240,334,143.3
SH-650x250x12x19x13-SN400,SH-650x250x12x19x13,SN400,4.15,FD,FA,3660,397,168.6
SH-650x250x12x19x13-SN490,SH-650x250x12x19x13,SN490,3,FD,FA,3660,397,158.3
SH-650x250x12x22x13-SN400,SH-650x250x12x22x13,SN400,4.81,FD,FA,4060,459,183.6
SH-650x250x12x22x13-SN490,SH-650x250x12x22x13,SN490,3.48,FD,FA,4060,459,173.3
SH-650x250x12x22x13-HBL-H355,SH-650x250x12x22x13,HBL-H355,3.18,FD,FB,4060,459,170.7
SH-650x250x12x25x13-SN400,SH-650x250x12x25x13,SN400,5.46,FD,FA,4460,522,198.5
SH-650x250x12x25x13-SN490,SH-650x250x12x25x13,SN490,3.95,FD,FA,4460,522,188.3
SH-650x250x12x28x13-SN400,SH-650x250x12x28x13,SN400,6.12,FD,FA,4850,584,212.7
SH-650x250x12x28x13-SN490,SH-650x250x12x28x13,SN490,4.42,FD,FA,4850,584,203.3
SH-650x250x14x19x13-SN400,SH-650x250x14x19x13,SN400,4.15,FB,FA,3770,397,182.1
SH-650x250x14x19x13-SN490,SH-650x250x14x19x13,SN490,3,FD,FA,3770,397,180
SH-650x250x14x22x13-SN400,SH-650x250x14x22x13,SN400,4.81,FB,FA,4180,460,196.3
SH-650x250x14x22x13-SN490,SH-650x250x14x22x13,SN490,3.48,FD,FA,4180,460,195
SH-650x250x14x22x13-HBL-H355,SH-650x250x14x22x13,HBL-H355,3.18,FD,FA,4180,460,191.5
SH-650x250x14x25x13-SN400,SH-650x250x14x25x13,SN400,5.46,FA,FA,4570,522,210.5
SH-650x250x14x25x13-SN490,SH-650x250x14x25x13,SN490,3.95,FD,FA,4570,522,210
SH-650x250x14x25x13-HBL-H355,SH-650x250x14x25x13,HBL-H355,3.62,FD,FA,4570,255,206.5
SH-650x250x14x28x13-SN400,SH-650x250x14x28x13,SN400,6.12,FA,FA,4960,585,224.6
SH-650x250x14x28x13-SN490,SH-650x250x14x28x13,SN490,4.42,FD,FA,4960,585,224.6
SH-650x250x16x22x13-SN400,SH-650x250x16x22x13,SN400,4.81,FA,FA,4290,460,208.4
SH-650x250x16x22x13-SN490,SH-650x250x16x22x13,SN490,3.48,FB,FA,4290,460,208.4
SH-650x250x16x22x13-HBL-H355,SH-650x250x16x22x13,HBL-H355,3.18,FC,FA,4290,460,208.4
SH-650x250x16x25x13-SN400,SH-650x250x16x25x13,SN400,5.46,FA,FA,4680,523,222.5
SH-650x250x16x25x13-SN490,SH-650x250x16x25x13,SN490,3.95,FB,FA,4680,523,222.5
SH-650x250x16x25x13-HBL-H355,SH-650x250x16x25x13,HBL-H355,3.62,FC,FA,4680,523,222.5
SH-650x250x16x28x13-SN400,SH-650x250x16x28x13,SN400,6.12,FA,FA,5070,585,236.5
SH-650x250x16x28x13-SN490,SH-650x250x16x28x13,SN490,4.42,FB,FA,5070,585,236.5
SH-650x250x16x28x13-HBL-H355,SH-650x250x16x28x13,HBL-H355,4.05,FC,FA,5070,585,236.5
